메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
식빵모서리튀김,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,547.0,27155,2,['식빵(모서리) 100g'],"['피자치즈 적당량', '식용유 적당량']","['설탕 2큰술', '파머산치즈 약간']","['1. 160℃ 정도의 튀김온도에서 정사각형으로 자른 식빵 모서리를 넣고 노릇노릇하게 살짝 튀겨서 체에 받쳐 둔다.', '2. 설탕과 파머산 치즈를 비닐 주머니에 담아 섞은 ①을 뜨거울 때 넣고 흔들어서 묻히거나 쟁반에 펼쳐놓고 뒤적거리며 묻힌다.', '3. ②의 식빵모서리를 접시에 담고 그 위에 피자치즈를 뿌려서 전자레인지에 치즈가 녹을 정도만 데운다.']",30
양파링카레튀김,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,296.0,50733,2,['양파 1개'],"['홍고추 1개', '청고추 1개', '밀가루 1컵', '계란 1개', '빵가루 적당량']","['카레 50g', '소금 약간']","['1. 양파는 0.5cm 두께의 링 모양으로 썰어 소금을 살짝 뿌려둔다.', '2. 홍고추, 청고추도 링모양으로 잘라서 씨를 털어낸다.', '3. 얼음물 1/2컵, 계란노른자 1개, 밀가루 50g, 카레 50g을 섞어 튀김옷을 만든다.', '4. 양파에 밀가루를 묻히고 튀김옷을 입힌 후 빵가루를 묻혀 180℃ 기름에 노릇하게 튀긴다.', '5. 준비한 홍고추, 청고추를 튀긴 양파에 끼워 장식한다.']",30
옥수수크로켓,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,326.0,21945,2,"['감자 2개', '스위트콘 1/2캔']","['오이 1/2개', '양파 1개', '치즈 3장', '밀가루 1컵', '빵가루 2컵', '계란 1개']","['소금 약간', '식초 약간', '설탕 약간']","['1. 감자는 깨끗이 씻어 찜통에 넣고, 익을 때까지 찐다.', '2. 스위트콘은 체에 밭쳐 물기를 빼 놓는다.', '3. 오이는 식초, 설탕, 소금에 절여 놓는다.', '4. 양파는 잘게 다져 놓는다.', '5. 슬라이스 치즈는 잘게 손으로 찢어 놓는다.', '6. ⑤의 감자가 다 익으면 껍질을 벗겨 내고, 으깨 놓는다.', '7. ⑥에 양파, 절인 오이, 스위트콘, 슬라이스 치즈를 넣고 버무린후 소금, 백후추로 간한다.', '8. ⑦을 밀가루, 계란 푼 것, 빵가루 순으로 옷을 입힌다.', '9. 180℃로 열이 오른 식용유에 ⑧을 튀겨 낸다.']",30
치킨까스와 허니머스터드드레싱,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,332.0,21654,2,['닭안심 2조각'],"['밀가루 3큰술', '계란 2개', '빵가루 적당량']","['소금 약간', '후춧가루 약간', '청주 약간', '[머스터드소스] 머스터드 1/3컵', '식초 1/3컵', '꿀 1/3컵', '마요네즈 1/2컵']","['1. 닭안심은 넓게 포를 뜬 후 소금, 후춧가루, 청주를 살짝 뿌려 재워둔다.', '2. ①에 밀가루→계란→빵가루를 순서대로 입힌다.', '3. 170℃의 튀김기름에 ②를 넣고 노릇하게 튀겨낸다.', '4. 키친타월 위에 ③을 잠시 두어 기름을 제거한 후 접시에 담는다.', '5. 마요네즈와 꿀, 머스터드를 분리되지 않게 빠르게 저어 혼합한다.', '6. ⑤에 식초를 넣고 혼합하여 소스를 완성한다.', '7. ③과 ⑥을 함께 그릇에 낸다.']",30
튀김볼모듬,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,365.0,11929,2,"['새우 200g', '고등어 200g', '굴비 200g', '갈치 200g', '오렌지 1개', '방울토마토 약간']","['빵가루 1kg', '계란 6개', '밀가루 약간']","['소금 1큰술', '흰후추 1큰술']","['1. 새우, 고등어, 갈치, 굴비를 살만 다듬고 곱게 갈아 소금, 흰후추로 간하고 허브를 넣는다.', '2. 밀가루와 계란으로 옷을 입혀 빵가루에 버무린다.', '3. ②를 기름온도 165℃에 노릇노릇하게 튀긴다.', '4. 방울토마토와 오렌지를 곁들여낸다.']",30
프라이드그린토마토,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,288.0,22591,2,"['토마토 2개', '샐러드오일 약간']","['빵가루 적당량', '다진올리브 약간', '다진파슬리 약간']","['소금 약간', '버터 약간', '꿀 3큰술']","['1. 토마토는 1.5cm 두께로 썰어 소금을 뿌려둔다.', '2. ①을 키친타올로 가볍게 물기를 제거한 후 토마토 표면에 꿀을 골고루 발라준다.', '3. 빵가루에 올리브, 파슬리 다진것을 섞은 후 ②의 토마토에 얹는다.', '4. 프라이팬을 불에 얹고 샐러드오일을 넉넉하게 넣고 버터 1큰술을 넣은 다음 충분히 뜨거워지면 ③의 토마토를 굽는다.', '5. 구우면서 스푼으로 기름을 떠서 토마토 위로 끼얹고 토마토를 튀기는 듯 노르스름하게 구워낸다.', '6. 키친타올로 토마토의 기름기를 살짝 닦는다']",30
허브를입혀튀긴고등어샐러리,"['튀김', '커틀릿']",서양,메인요리,쉬움,352.0,12702,2,['고등어 1/2마리'],"['오렌지 6조각', '샐러리 1줄기', '허브(잘게썬) 30g', '빵가루 50g', '밀가루 50g', '계란 1개', '계란노른자 1개']","['소금 3과1/2큰술', '흰후춧가루 1작은술', '올리브오일 420ml', '레몬주스 2큰술', '마늘주스 1큰술', '겨자 1큰술', '식초 1큰술']","['1. 고등어를 1cm x 5cm 크기로 자른 다음 소금과 후춧가루를 친다.', '2. 빵가루와 잘게 썰은 허브를 골고루 섞는다.', '3. 그 다음 밀가루와 계란으로 옷을 입힌 후, 잘게 썰은 허브에 묻혀 기름 온도 165˚C에 노릇노릇하게 튀긴다.', '4. 접시에 샐러리를 놓고 그 위에 튀긴 고등어를 얹은 후, 오렌지 조각으로 장식한다.']",60
허브를입혀튀긴새우와레몬드레싱,"['튀김', '커틀릿']",서양,메인요리,매우 쉬움,368.0,23382,2,['새우 3마리'],"['빵가루 50g', '밀가루 30g', '매실 20g', '레몬 1/2개', '양상추 1장', '꽃상추 1장', '치커리 1장', '알팔파싹 5g']","['딜(잘게썬것) 1/2큰술', '흰후추 1/2작은술', '레몬주스 130ml', '올리브오일 370ml']","['1. 중하 새우의 껍질을 벗긴 다음 배 부분에 칼집을 넣고 소금, 흰후추로 밑간을 한다.', '2. 그 새우에 밀가루와 계란을 입힌 후, 다시 잘게 썬 딜 향초와 빵가루가 혼합된 것에 옷을 입혀 기름 온도 165˚C에 노릇노릇하게 튀긴다.', '3. 접시에 채소를 놓고 그 위에 튀긴 새우를 얹고 레몬으로 보기 좋게 장식한다.']",30
단호박크림찜,['찜'],서양,메인요리,매우 쉬움,377.0,32583,2,"['단호박 1/2개', '크림치즈 3큰술']","['생크림 3큰술', '마요네즈 1큰술', '설탕 2작은술']",,"['1. 단호박은 깨끗이 씻어서 적당한 크기로 자르고 속을 파내고 껍질을 벗긴다.', '2. 껍질을 벗긴 단호박을 김 오른 찜통에 5~7분 정도 무르도록 푹 쪄낸다.', '3. 분량의 크림치즈, 생크림, 마요네즈, 설탕을 섞어 크림 소스를 만든다.', '4. 쪄낸 단호박을 먹기 직전에 만들어놓은 ③번의 크림치즈소스를 끼얹어 먹는다.']",20
제육배추찜,['찜'],서양,메인요리,매우 쉬움,308.0,22112,2,"['돼지고기(갈은것) 300g', '부추 50g', '양파 1/4개', '배춧잎 10장']",['당근 30g'],"['간장 2큰술', '양파즙 2큰술', '다진파 2큰술', '다진마늘 2큰술', '생강즙 1/2작은술', '후춧가루 약간', '깨소금 약간', '참기름 약간', '소금 약간', '청고추 1개', '홍고추 1개', '표고버섯 1장']","['1. 배춧잎은 파릇하고 깨끗한 것을 골라 소금물에 절인다. 배추 한장을 손으로 꺾어보아 부드럽게 휘어질 정도로 절여졌으면 물에 씻어 물기를 짜 놓는다.', '2. 부추, 양파, 당근은 잘게 다지고 고추, 양파, 표고버섯은 채썬다.', '3. 간 고기와 채소를 섞고 갖가지 양념으로 버무린다.', '4. 절인 배춧잎에 양념한 고기와 채소를 넣어 밖으로 새어나오지 않도록 돌돌 만다.', '5. 김이 오른 찜통에 제육배추말이를 넣어 10분 정도 찐다.', '6. 프라이팬을 뜨겁게 달군 뒤 기름을 두르고 채썬 채소를 넣어 볶은 다음 끓는 육수를 붓는다. 한소끔 끓으면 양념을 넣어 간을 내고, 물녹말로 농도를 맞춘 후 참기름을 넣는다.', '7. 접시에 제육배추찜을 담고 먹기 직전에 소스를 끼얹는다.']",30
토마토와찐갈치,['찜'],서양,메인요리,매우 쉬움,265.0,14928,2,"['갈치 1마리', '토마토 1/2개']","['청피망 50g', '홍피망 50g']","['로즈마리 1줄기', '레몬 1/2개', '화이트와인 1과1/3큰술', '흰후춧가루 1큰술', '식초 4큰술', '올리브오일 350ml', '레몬주스 1과1/3큰술', '다진양파 50g', '소금 2작은술', '참기름 3과1/2큰술']","['1. 갈치를 길게 포떠서 레몬 주스와 화이트와인에 절인다.', '2. 절인 갈치를 소금과 흰후춧가루로 간한다.', '3. 알맞은 크기로 둥글게 말아 스팀 솥에 살짝 찐다.', '4. 채소 위에 찐 갈치를 얹고 오리엔탈 드레싱을 곁들여 놓는다.']",20
건강식과일해산물샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,230.0,47352,2,"['생홍합 10개', '바지락 10개', '파인애플 1쪽', '사과 1/4개']","['새우 5개', '가리비 3개', '도미살 50g', '연어살 50g', '블랙올리브 5알', '딸기 3알', '바나나 1개', '꽃상추 약간']","['마늘 2쪽', '바질 1줄기', '올리브오일 약간', '발사믹식초 약간', '소금 약간', '후춧가루 약간']","['1. 해산물을 손질해 놓는다.', '2. 과일은 먹기 좋은 크기로 썰고, 블랙올리브도 반으로 썰어 놓는다.', '3. 올리브오일에 마늘을 넣어 마늘향을 내다가 홍합, 바지락을 볶아둔다.', '4. 올리브오일에 마늘을 넣어 마늘향을 내다가 새우, 가리비, 도미살, 연어살을 넣어 볶아둔다.', '5. 파슬리와 바질외 향신료는 찹으로 만들고, 나머지 채소들을 적당한 크기로 준비해놓는다.', '6. 발사믹식초와 올리브오일을 1:3 의 비율로 소스를 만든 후 소금, 후춧가루로 간한다.', '7. 위에 만들어 놓은 재료들을 모두 버무려 예쁘게 장식한다.']",30
과일샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,171.0,147950,2,"['사과 1개', '자몽 1개', '샐러리 1대', '오이 1개', '딸기 4개']",['오렌지마요네즈 4큰술'],,"['1. 사과는 깨끗이 씻어서 길이로 반을 자른 후 씨를 도려낸다. 길이 4cm, 너비 1cm로 썰어낸다.', '2. 자몽은 아래 위를 조금씩 잘라내고 껍질과 과육 사이사이에 칼집을 넣은 뒤 곡선을 따라 껍질을 벗겨서 한 쪽씩 뗀다.', '3. 샐러리는 섬유질을 벗기고 반 갈라서 길이 4cm 로 썰고, 오이는 씻어서 4cm 길이로 토막 내 썬 다음 길이로 4등분한다.', '4. 딸기는 흐르는 물에 씻은 후 4등분한다. 오렌지도 껍질을 제거해 과육을 분리해 놓는다.', '5. 접시에 과일과 오이, 샐러리를 담고 오렌지 마요네즈를 곁들인다.']",20
과일샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,146.0,32697,2,"['방울토마토 8개', '키위 2개', '파인애플통조림 4조각', '과일통조림 약간']",['씨리얼 2큰술'],['시판용드레싱 약간'],"['1. 방울토마토는 흐르는 물에 헹궈 물기를 빼준다.', '2. 키위는 껍질을 벗겨 한 입 크기로 잘라둔다.', '3. 과일통조림은 체에 밭쳐 물기를 빼준다.', '4. 과일을 볼에 담고 먹기 직전에 씨리얼과 드레싱을 뿌려 낸다.']",20
그린샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,90.0,190234,2,['양상추 250g'],"['피망 1개', '셀러리 1대', '오이 1/2개']","['[딸기드레싱] 프렌치드레싱 5큰술', '딸기 100g']","['1. 양상추를 한 잎씩 떼어 손으로 뜯거나, 큼직하게 썰어서 찬물에 담갔다 건져 물기를 뺀다.', '2. 피망을 얇게 링으로 썰어서 찬물에 담갔다 건져 물기를 뺀다.', '3. 샐러리는 섬유질을 벗기고 어슷썰어 찬물에 헹군 뒤 물기를 빼고 오이를 소금에 문질러 씻어 얇고 둥글게 썬다.', '4. 프렌치드레싱 5큰술, 딸기 100g을 넣고 믹서에 10초간 갈아 딸기드레싱을 만든다.', '5. 볼에 양상추, 피망, 샐러리, 오이를 담고 딸기드레싱을 곁들인다.', '*요리사진: 메뉴판닷컴 패널 요리인 근땡이']",10
당근채 견과류샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,81.0,14524,4,"['당근 3개', '건포도 6큰술', '아몬드', '땅콩 300g']",['물 12큰술'],"['설탕 2큰술', '[파인애플소스] 파인애플즙 12큰술', '마요네즈 300g', '설탕 2큰술', '소금 1작은술']","['1. 당근은 깨끗이 씻어 가늘게 채썬 뒤 얼음물에 담근다.', '2. 물과 설탕을 잘 섞어 설탕물을 만든다. 여기에 건포도를 넣어 20분 정도 불린다.', '3. 소스 재료는 잘 섞어 파인애플소스를 만든다.', '4. 당근, 건포도, 아몬드, 땅콩을 섞어 그릇에 담고 소스를 얹는다.']",30
레이즌쇠고기샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,158.0,21582,2,"['쇠고기(안심) 100g', '어린잎채소 200g']","['건포도 50g', '잣 1큰술', '아스파라거스 1줄기']","['레드와인 1/2컵', '레드와인비네거 1/3컵', '발사믹소스 3g']","['1. 쇠고기는 얇게 썰어 소금, 후춧가루로 간한 뒤 팬에 노릇하게 구워준다.', '2. 아스파라거스는 팬에 노릇하게 볶아준다.', '3. 팬에 레드와인과 레드와인비네거를 넣고 끓이면서 건포도와 잣을 넣고 졸여준다.', '4. 발사믹 식초를 냄비에 넣고 반으로 졸인 후 설탕으로 간을 맞추어 발사믹소스를 만든다.', '5. 어린잎채소는 깨끗이 씻어 물기를 빼준다.', '6. 접시 가운데 채소를 놓고 쇠고기와 아스파라거스를 올려 장식한다.', '7. 졸인 건포도는 쇠고기 위에 올려 준 뒤 ④의 발사믹소스를 뿌려 완성한다.']",30
레이즌컨츄리샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,345.0,20060,2,"['브로콜리 1송이', '건포도 1/2컵', '피칸 1/4컵', '베이컨 4줄', '적양파 1/4개']","['마요네즈 1/2컵', '레드와인비네거 2큰술', '사워크림 2큰술', '디종머스터드 1/2큰술', '파마산치즈가루 1큰술', '소금 적당량', '후춧가루 적당량']",,"['1. 브로콜리는 한 입 크기로 잘라 씻어 끓는 소금물에 30초~1분 정도 데쳐서 얼음물에 담가 식힌 후 체에 밭쳐 물기를 완전히 뺀다.', '2. 베이컨은 프라이팬에 노릇하게 구워 키친타월로 기름기를 제거한 후 채썬다.', '3. 피칸은 오븐이나 프라이팬에 구워 큼직하게 다진다.', '4. 적양파는 곱게 채썬다.', '5. 볼에 브로콜리, 건포도, 피칸, 베이컨, 적양파를 넣고 잘 섞는다.', '6. 분량의 드레싱 재료를 넣고 크림드레싱을 만들어 냉장고에 차게 보관한다.', '7. ⑤에 차가운 크림드레싱을 넣고 잘 버무린다.']",20
레이즌푸실리컵샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,360.0,17670,4,"['닭고기(안심) 300g', '건포도 30g', '푸실리(삼색푸실리) 50g']","['홍피망 1/4개', '샐러리 약간', '옥수수(통조림) 약간', '다진마늘 1/2작은술', '화이트와인 1작은술', '오렌지 1/4개', '춘권피 4장', '소금 약간', '후춧가루 약간']","['(허니드레싱) 꿀 1큰술', '사과식초 1작은술', '머스터드 1/4작은술', '올리브오일 1/2큰술', '소금 약간', '(페스토드레싱) 페스토 1/2큰술', '마요네즈 2큰술', '사워크림 1/2큰술']","['1. 닭고기는 다진 마늘, 화이트와인, 소금, 후춧가루에 재운 뒤 노릇하게 볶는다.', '2. 분량의 재료들을 섞어 허니드레싱과 페스토드레싱을 각각 만든다.', '3. 푸실리는 끓는 물에 삶아 찬물에 헹궈 물기를 제거하고 허니드레싱에 버무린다.', '4 .샐러리는 어슷썰고 홍피망은 채썰어 둔다.', '5. 오렌지는 한 입 크기로 자른다.', '6. 춘권피는 머핀팬에 넣고 180℃로 예열한 오븐에서 12~15분 정도 구워낸다.', '7. 건포도와 닭고기, 푸실리, 옥수수를 모두 섞은 뒤 페스토드레싱에 버무려 구운 춘권피 안에 담는다.']",30
멕시칸샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,139.0,63953,2,"['햄 50g', '피망 1개', '샐러리 1대', '피망 1/2개', '오이 1/2개', '양배추잎(잎) 2장', '삶은계란노른자(삶은것) 1개']",['파슬리 약간'],['사우전드아일랜드레싱 4큰술'],"['1. 햄은 길이 4cm, 나비 1cm로 썰고 피망과 홍피망은 반 갈라서 씨를 털어내고 길이 4cm, 나비 1cm로 썬다.', '2. 샐러리는 섬유를 벗겨 오이, 양배추와 함께 피망과 같은 크기로 썬다.', '3. 삶은 계란 노른자를 체에 내린다.', '4. 큼직한 볼에 햄, 피망, 샐러리, 오이, 양배추, 계란 노른자 가루를 넣고 사우전드아일랜드 드레싱에 버무려 접시에 담는다.']",30
모듬샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,135.0,77067,2,"['파마산치즈 약간', '샐러드 50g', '체리토마토 3개']","['후춧가루 약간', '올리브 3알', '옥수수(통조림) 10g']","['레몬즙 2큰술', '샐러드유 2큰술', '간장 1큰술', '식초 1큰술', '설탕 1큰술', '소금 약간']","['1. 레몬즙 2큰술, 샐러드유 2큰술, 간장 1큰술, 식초 1큰술, 설탕 1큰술, 소금, 후춧가루 조금, 파마산치즈 약간을 넣어 드레싱을 만든다.', '2. 샐러드 채소를 싱싱하게 찬물에 담가둔 다음, 체에 건져 물기를 제거한다.', '3. 그릇에 샐러드 채소를 담고 먹기직전에 드레싱을 뿌려먹는다.']",20
무당근피클,"['나물', '생채', '샐러드']",서양,반찬,쉬움,65.0,29937,2,"['무 1/3개', '당근 3개', '월계수잎 약간']","['소금 2큰술', '물 1컵', '식초 1/2컵', '설탕 1/4컵', '통후추 약간']",,"['1. 무는 껍질을 두껍게 벗긴 뒤 길이 6cm, 두께 0.7cm의 크기로 썰고 소금을 뿌려 30분간 절여 건진다.', '2. 당근도 무와 같은 크기로 썰어 소금을 뿌려 30분간 절인 후 건진다.', '3. 냄비에 물 1컵, 식초1/2컵, 설탕1/4컵, 소금1큰술, 통후추, 월계수잎을 넣고 팔팔 끓여 피클 절임물을 만들고 식힌다.', '4. 피클병은 되도록이면 뚜껑이 있는 것으로 준비하여 깨끗이 씻은 후에 무와 당근을 채워 담는다.', '5. ④에 ③의 식힌 절임물을 병의 3/4정도 높이까지 붓는다.', '6. 뚜껑을 꼭 닫고 냉장보관한 후 2~3일 후에 개봉한다.']",60
바질토마토두부샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,147.0,36574,2,"['두부 1모', '토마토 2개', '바질 20장']",['다진양파 1큰술'],"['식초 3큰술', '참빛고운포도씨유 5큰술', '간장 1큰술', '소금 약간']","['1. 바질은 찬물에 헹궈 물기를 제거해준다.', '2. ①의 분량의 드레싱재료와 함께 섞어 믹서에 간다.', '3. 두부를 지금 6cm 원형 틀로 찍어 낸 다음 1cm 두께로 자른다.', '4. 토마토는 윗부분과 아랫부분을 잘라내고 두부와 같이 1cm두께로 자른다.', '5. 접시 위에 토마토를 놓고, 그 위에 두부, 다시 토마토 순으로 반복하여 쌓는다.', '6. ②의 드레싱과 다진 양파를 섞어 접시 바닥에 뿌리고 두부와 토마토를 찍어 먹는다.', '5. 접시 위에 토마토를 놓고, 그 위에 두부, 다시 토마토 순으로 반복하여 쌓는다.', '6. 1의 드레싱을 접시 바닥에 뿌리고 두부와 토마토를 찍어 먹는다.']",20
사과치즈샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,254.0,80588,2,"['치즈(연질) 100g', '사과 1개', '상추 약간']","['마요네즈 3큰술', '겨자 1큰술']",,"['1. 치즈와 사과는 껍질을 벗기고 작은 주사위 모양으로 자른다.', '2. 마요네즈에 겨자를 잘 혼합한다.', '3. 1인용 전채 접시, 조개껍질, 칵테일 컵 등에 상춧잎을 깔고 그 위에 먹음직스럽게 장식하여 차갑게 하여 제공한다.']",20
새우와 아보카도샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,196.0,22702,2,"['새우 2마리', '아보카도 1개', '소금 약간']","['다진아보카도(짓이겨놓은) 50g', '흰후추 1/4큰술', '레몬주스 1큰술', '발사믹식초 600ml']",,"['1. 더운 물에 대친 새우의 껍질을 벗긴 다음 가로 썰기로 반씩 자른다.', '2. 씨를 뺀 아보카도를 레몬 주스에 묻혀준다.', '3. 새우와 아보카도에 소금과 흰후추를 뿌린 후, 접시에 보기 좋게 놓고 짓이겨 놓은 아보카도로 예쁘게 장식한다.']",30
새우와토마토샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,213.0,22774,2,"['새우(중하) 5마리', '체리토마토 10개', '미림 120ml']","['후추 1/3큰술', '소이소스 120ml', '와인 120ml', '와사비 1큰술', '생강즙 2큰술', '양파(잘게썬것) 50g', '차이브(잘게썬것) 30g']",,"['1. 중하 새우를 삶은 후, 껍질을 벗긴 다음 알맞은 크기로 자른다.', '2. 체리 토마토를 반으로 자른다.', '3. 새우와 토마토에 소금과 후추로 간한 후, 접시에 보기좋게 담는다.', '4. 와사비 드레싱을 곁들여 놓는다.']",30
시금치샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,290.0,51877,2,"['시금치 70g', '양송이버섯 4개', '베이컨 4장']",['파마산치즈치즈 1큰술'],"['레몬드레싱 4큰술', '레몬주스 1/2컵', '올리브오일 1과 1/2컵', '소금 약간', '후춧가루 약간']","['1.시금치의 연한 잎으로 준비하여 깨끗이 씻어서 물기를 빼고, 양송이 버섯은 껍질을 벗겨서 얇게 저며썬다.', '2.잘 달군 팬에 베이컨을 구워 종이타월로 기름기를 닦아 내고 잘게 썬다.', '3.접시에 시금치 깔고 그위에 양송이버섯과 베이컨을 얹은 뒤 가루치즈를 뿌리고 레몬 드레싱을 곁들인다.']",20
시저샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,340.0,72195,2,"['식빵 3장', '양파 1/2개', '양상추 1/2통', '방울토마토 7개', '치커리 적당량']",['향신료 1작은술'],"['치즈(가루) 1큰술', '후춧가루 약간', '올리브오일 5큰술', '발사믹식초 1큰술', '레몬즙 1/2큰술', '마늘 2큰술', '소금 약간', '설탕 약간']","['1. 양상추와 푸른 채소들은 손으로 잘게 뜯어 냉수에 담그고 양파도 채썰어 냉수에 잠시 담가둔다.', '2. 방울토마토는 꼭지를 떼어 반을 가른다.', '3. 식빵은 가장자리를 잘라내고 1cm 크기로 네모지게 썬다.', '4. 팬을 달구고 올리브오일을 두르고 향신료를 넣어 볶은 후 식빵을 넣어 갈색이 나도록 볶는다. 소금, 후춧가루로 간을 맞춘다.', '5. 올리브오일과 발사믹식초, 레몬즙, 다진 마늘을 넣어 섞어 드레싱을 만든다.', '6. 커다란 볼에 채소들을 고루 담고 구운 식빵을 얹고 가루치즈를 뿌린 후 상에 내기 직전 드레싱을 뿌려 낸다.']",15
양상추참치샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,271.0,73280,2,"['참치 1/2캔', '양파 15g', '당근 10g', '오이 20g', '양상추 40g']",['적채 10g'],"['마요네즈 2큰술', '설탕 1/4큰술', '소금 약간', '머스터드 약간', '토마토케첩 약간']","['1. 참치는 체에 밭쳐 기름을 제거한다.', '2. 오이, 당근, 양파는 잘게 다진 후 소금을 약간 뿌리고 물기를 짠다.', '3. 참치와 ②번 채소를 마요네즈, 설탕, 소금, 머스터드를 넣고 묻혀준다.', '4. 양상추는 한입 크기로 찢어놓고 ③번을 보기좋게 올려 놓는다.', '5. ④번 위에 모양을 내기 위해 토마토케첩을 한방울 떨어뜨린 후 적채로 장식한다.']",20
연어샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,135.0,85810,2,"['훈제연어 160g', '앤다이브 40g']","['트레비스 30g', '양파 30g', '케이퍼 약간']","['다진양파 1작은술', '올리브오일 2큰술']","['1. 훈제연어를 얇게 포 뜨고, 앤다이브는 한 잎씩 떼어 씻은 후 물기를 뺀다.', '2. 트레비스는 손으로 뜯어서 찬물에 담갔다 건져 물기를 빼고, 양파는 얇게 링 모양으로 썰어서 찬물에 담가 매운맛을 없앤 뒤 건져서 물기를 뺀다.', '3. 다진 양파와 올리브오일을 섞어 드레싱을 만든다.', '4. 접시에 훈제연어와 앤다이브, 트레비스를 담고 양파를 얹은 뒤 케이퍼를 뿌리고 양파드레싱을 곁들인다.']",10
월도프치킨샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,273.0,25227,2,"['사과 1개', '샐러리 1대', '귤 2개', '브로콜리 1/2송이', '호두 40g', '건포도 30g']","['닭고기(가슴살) 200g', '다진양파 2큰술', '다진마늘 1큰술', '레드와인 3큰술', '파프리카파우더 1작은술']","['소금 약간', '옥수수 2큰술', '마요네즈 3큰술', '다진양파 1큰술', '플레인요구르트 2큰술', '레몬즙 1큰술', '머스터드 1/2작은술', '후춧가루 약간']","['1. 다진 마늘, 다진 양파, 레드와인, 파프리카파우더를 섞어 닭고기를 20분 정도 재워둔다.', '2. 재운 닭고기를 깍둑썰기해서 200℃로 예열한 오븐에서 25분간 구워낸다.', '3. 사과, 샐러리는 2cm 정도 크기로 네모지게 썰어둔다.', '4. 귤은 껍질을 벗겨 한쪽씩 떼어 놓는다.', '5. 옥수수는 칼로 다져서 분량의 드레싱 재료와 함께 섞어준다.', '6. 과일과 호두, 건포도, 구운 닭고기를 접시에 담고 먹기 직전에 드레싱을 뿌려 낸다.']",30
젤리샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,178.0,14409,2,"['젤리 100g', '샐러드용채소 50g']","['방울토마토 2개', '과자(장식용) 3개', '오렌지 1개', '감자 1/6개', '당면 1줄기']","['마요네즈 2큰술', '양겨자 1큰술', '파프리카파우더 1/2작은술', '설탕 약간', '소금 약간', '식초 약간', '케이퍼 6알']","['1. 젤리는 적당한 크기로 썰어놓는다.', '2. 치커리, 적채, 허브 등의 채소를 손으로 적당하게 찢어 찬물에 담가둔다.', '3. 오렌지는 반으로 잘라 속을 파낸다.', '5. 감자를 돌려깎기 해서 얇게 채썰어 놓는다.', '6. 당면은 길이 5cm 정도로 잘라서 감자와 함께 기름에 바삭하게 튀긴다.', '7. ③번 오렌지에 젤리를 넣고 그 위에 튀긴 감자와 당면을 위에 얹는다.', '8. 접시에 ⑦를 놓고 그 주위에 채소, 방울토마토로 장식한다.', '9. 마요네즈, 양겨자, 설탕, 식초, 파프리카 파우더로 소스를 만들어 접시에 뿌린 후 케이퍼와 과자로 장식한다. 남은 소스는 다른 종지에 따로 담아서 낸다.']",30
치즈아보카도,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,299.0,17566,2,"['아보카도 1개', '크림치즈 4큰술']","['레몬즙 1큰술', '브랜드 2작은술', '소금 약간', '후춧가루 약간']",,"['1. 아보카도를 세로로 두 조각 내고 씨를 제거한다.', '2. 작은 스푼을 이용하여 껍질이 상하지 않게 과육을 도려내어 먹기 좋게 자른다.', '3. 크림치즈, 레몬즙, 브랜드를 거품 상태가 될 때까지 거품기로 휘젓는다.', '4. ③의 크림소스에 ②의 아보카도 과육을 섞는다.', '5. ②의 아보카도 껍질에 ④의 재료를 보기 좋게 담고 차게 해서 제공한다.']",20
