메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
감자수프,"['밥', '죽', '스프']",서양,반찬,어려움,265,47934,2,"['감자 300g', '양파 60g', '대파 30g', '버터 30g', '육수 750g']","['계란노른자 1개', '생크림 84g']","['소금 약간', '후춧가루(흰것) 약간']","['1. 감자는 껍질을 벗겨서 물에 씻은 후 얇게 썬다.', '2. 양파와 대파도 얇게 썬다.', '3. 계란노른자는 크림을 섞어 놓는다.', '4. 냄비에 버터를 두르고 양파와 파를 넣어서 볶다가 감자를 넣고 살짝 볶은 후 육수를 붓고 뚜껑을 덮어서 뭉근히 끓인다.', '5. 감자가 푹 익으면 체에 걸러준다.', '6. 걸른 것을 다시 냄비에 담아 소금, 후춧가루로 간을 하고 불을 끈 다음 계란노른자을 넣고 잘 저어준다.', '7. 수프 그릇에 담고 크루통을 띄운다.']",65
단호박크림수프,"['밥', '죽', '스프']",서양,반찬,보통,250,72867,3,['단호박 1/4통'],"['양파 1/3개', '버터 1큰술', '밀가루 1큰술', '물 3컵', '우유 1컵', '생크림 1/4컵']","['소금 약간', '설탕 약간', '흰후추 약간']","['1. 단호박은 반으로 잘라 숟가락으로 속과 씨를 긁어내고 겉껍질을 벗겨낸 다음 잘게 썬다.', '2. 양파는 단호박 굵기로 채 썬다.', '3. 냄비에 버터를 두르고 단호박과 양파를 넣어 볶다 버터와 밀가루를 넣어 함께 볶는다.', '4. 양파와 단호박이 충분히 볶아지면 물 3컵을 붓고 끓인 뒤 걸쭉해지면 고운 체에 밭쳐 내린다.', '5. ④를 다시 냄비에 넣고 끓이다 우유를 서서히 부어 농도를 맞추고 소금, 설탕, 흰 후춧가루를 넣고 간한 다음 생크림을 넣고 다시 한번 저어 끓인다.']",53
스피드오므라이스,"['밥', '죽', '스프']",서양,메인요리,보통,450,68747,1,"['계란 1개', '밥 1공기']","['양파 1/4개', '햄 50g', '청피망 1/3개', '당근 1/5개']","['토마토케첩 2큰술', '소금 약간', '후춧가루 약간']","['1. 기름 두른 팬에 다진 햄, 양파, 당근, 피망 순으로 넣고 볶는다.', '2. ①에 밥을 넣고 볶다가 토마토케첩을 넣고 볶는다.', '3. 다른 팬에 계란푼 것을 붓고 반 정도 익으면 볶은밥을 가운데 놓고 반을 접어서 오므라이스를 만든다.']",48
양송이크림스프,"['밥', '죽', '스프']",서양,반찬,보통,250,44630,2,"['양송이버섯 50g', '생크림 100ml']","['버터 20g', '양파 30g', '감자 50g']","['닭육수(레시피참고) 3컵', '우유 100ml']","['1. 양송이는 얇게 슬라이스하고 감자는 껍질을 제거한 후 반달형으로 얇게 자른다.', '2. 팬에 버터를 녹이고 양파와 감자를 볶다가 어느정도 익으면 양송이를 넣고 볶는다.', '3. ②에 육수를 재료가 잠길 정도로만 자작하게 붓고 감자가 완전히 익으면 믹서에 곱게 갈아준다.', '4. ③을 냄비에 넣고 분량의 육수, 우유를 넣고 끓으면 생크림으로 농도를 맞춰 끓으면 불을 바로 끄고 소금과 후춧가루로 간을 해준다. (생크림을 넣고 센불에서 오래 끓이면 생크림이 덩어리 지므로 주의 한다.)']",47
옥수수수프,"['밥', '죽', '스프']",서양,반찬,보통,220,29578,4,['옥수수(알갱이) 3개'],"['양파 1/2쪽', '우유 100ml']","['버터 약간', '소금 약간']","['1. 옥수수를 쪄 식힌 다음 알을 따낸다.', '2. 양파는 얇게 채썰어 준비한다.', '3. 버터 두른 프라이팬에 양파를 볶다 투명해지면 옥수수를 넣어 옥수수가 무를 정도로 볶아준다.', '4. 믹서에 양파와 옥수수를 넣고 곱게 갈아준다.', '5. 냄비에 ④를 넣고 우유를 부은 후 중불에서 저으면서 끓인다.', '6. ⑤가 끓으면 취향에 따라 치즈나 생크림, 파슬리를 넣는다.']",43
차가운토마토수프,"['밥', '죽', '스프']",서양,반찬,어려움,189,26520,2,['토마토 250g'],"['홍피망 100g', '오이 100g', '양파(작은것) 1/2개', '올리브오일 30g', '물 25g', '토마토주스 50g', '크루통 약간']","['마늘 1쪽', '레몬식초 25g', '소금 약간']","['1. 토마토와 피망은 씻어서 속의 씨를 깨끗이 뺀다.', '2. 양파와 오이, 마늘은 깨끗이 손질하고 적당한 크기로 썰어둔다.', '3. ①과 ②의 채소를 믹서에 넣어 곱게 간다.', '4. ③을 올이 약간 성근 체에 밭쳐 건더기를 건져 후루룩 먹을 수 있을 정도의 농도로 만든다.', '5. ④에 올리브 오일, 레몬 식초, 물, 토마토 주스를 모두 섞고 소금으로 간을 맞춘 뒤 다시 믹서에 잠시 간다.', '6. ⑤를 냉장고에 넣어 차게 보관한다.', '7. 먹기 직전에 홍피망과 양파 잘게 썬 것과 크루통을 위에 얹어 먹는다.']",60
치킨케밥과 카레볶음밥,"['밥', '죽', '스프']",서양,메인요리,어려움,365,35379,1,"['닭 200g', '카레 30g', '밥 1공기']","['식용유 약간', '양송이버섯 4개', '피망 1/2개', '파프리카 1/2개', '방울토마토 약간', '꼬치 적당량']","['다진로즈마리 약간', '소금 약간', '후춧가루 약간', '다진양파 1/2개', '다진마늘 1큰술']","['1. 닭살은 깨끗이 손질해 먹기좋은 크기로 자른다.', '2. 볼에 손질한 닭살을 넣고 다진 양파, 다진 마늘, 다진 로즈마리, 소금, 후춧가루를 넣어 양념한 후 볶는다.', '3. 양송이버섯, 피망, 파프리카의 1/4정도씩을 잘라 다진다.', '4. 양송이버섯, 피망, 파프리카 나머지를 닭살과 같은 크기로 자른다.', '5. ③을 볶다가 카레를 넣은 후 밥을 넣어 같이 볶아 카레볶음밥을 만든다.', '6. 꼬치에 닭과 ④의 채소를 번갈아 꽂은 뒤 브로일러에 넣고 굽는다.', '7. 접시에 카레볶음밥을 담고 꼬치를 얹는다.']",67
칠리소스라이스,"['밥', '죽', '스프']",서양,메인요리,어려움,390,18022,4,"['밥 800g', '쇠고기(등심) 300g']","['양파 1개', '마늘 2큰술', '토마토 1개', '칠리 2개', '프랑크소시지 50g', '대파(10cm) 약간', '버터 10g', '밀가루 10g', '물 1컵']","['토마토케첩 2큰술', '소금 1작은술', '후춧가루 약간', '파슬리 약간']","['1. 쇠고기(등심)는 가로, 세로 1.5cm로 썬다.', '2. 양파는 사방 1cm 크기로 썬다.', '3. 토마토는 위쪽에 십자로 칼집을 넣어 끓는 물에 살짝 데쳐 껍질을 벗기고 씨를 뺀 다음 잘게 다진다.', '4. 프랭크소시지는 0.5cm 두께로 썬다.', '5. 굵은 파는 0.2cm 두께로 썬다.', '6. 칠리는 곱게 다진다.', '7. 냄비에 버터를 두르고 밀가루가 갈색이 날 때까지 볶다가 쇠고기를 넣어 볶는다.', '8. 토마토, 칠리를 넣어 볶다가 프랭크소시지와 육수를 넣는다.', '9. ⑧이 끓으면 양파, 굵은 파를 넣고 끓이다가 소금, 후춧가루로 간을 한다.', '10. 접시에 밥을 담고 주위에 칠리소스를 담고 그 위에 파슬리를 뿌린다.']",77
참치볼케첩조림,['조림'],서양,반찬,보통,370,88144,4,['참치(통조림) 1통'],"['양파 1/3개', '마늘 2쪽', '계란흰자 1개', '밀가루 3큰술', '튀김기름 약간', '당근 1/4개', '피망 1/2개']","['소금 약간', '토마토케찹 3큰술', '우스타소스 1큰술', '육수 3큰술', '맛술 1큰술', '설탕 1/2작은술']","['1. 참치는 기름을 빼서 분량의 양파 다진 것, 마늘 다진 것, 계란 흰자, 밀가루를 섞어 소금, 후춧가루로 양념한다.', '2. ①을 한 입 크기로 뭉쳐서 동글동글하게 완자를 빚은 후 녹말가루에 굴려 튀기기 좋게 한다.', '3. 170℃의 기름에 ②를 넣어 노릇노릇 할 정도로 튀겨 기름을 뺀다.', '4. 양파, 당근, 피망은 꽃모양으로 찍어 팬에 기름을 두르고 볶다가 분량의 토마토케첩, 우스터소스, 육수, 맛술, 설탕양념을 넣는다.', '5. ④가 한소끔 끓으면 튀긴 완자를 넣어 고루 버무려 그릇에 담는다.']",56
감자치즈구이,['구이'],서양,반찬,보통,183,90044,2,['감자 4개'],"['치즈(피자용) 30g', '베이컨 2장']",['토마토케첩 약간'],"['1. 감자는 껍질을 벗기지 말고 깨끗하게 씻어 찜통에 넣어 익힌다.', '2. ①번의 찐 감자는 껍질을 벗기지 않은채 반으로 자른다.', '3. 베이컨은 잘게 썰어 기름기 두르지 않은 팬에 바삭하게 구워낸다.', '4. 치즈는 곱게 다지고 토마토 케첩을 준비한다.', '5. ②에 케첩을 살짝 바르고 베이컨을 토핑으로 얹은 후 오븐에 굽기전에 치즈를 올린다.', '6. 180℃의 오븐에서 치즈가 녹을 정도로 굽는다.']",43
건포도간장소스백립,['구이'],서양,메인요리,보통,586,17908,3,['백립 1.2대'],"['[재움액] 생강(까놓은 것) 1쪽', '통마늘 3쪽', '월계수잎 1장', '대파 1/2뿌리', '레드와인 1/2컵', '립삶은육수 1컵', '다진건포도 3큰술', '커피 1/2큰술']","['[레이즌소스] 건포도 3큰술', '양파 1/6개', '마늘 2쪽', '흑설탕 4큰술', '간장 3큰술', '올리고당 1큰술', '토마토케첩 2큰술', '핫소스 2방울', '물 1/2컵']","['1. 백립은 가운데 기름기를 떼어 내고 30분 정도 찬물에 담가 놓는다.', '2. 립, 물 10컵, 양파 1/4개, 대파 1대, 마늘 2쪽, 후춧가루 1작은술, 청주 2작은술, 커피 1/2큰술, 월계수잎 1장을 냄비에 넣고 30분간 삶는다.', '3. 분량의 재료를 섞어 재움액을 만든 후 백립을 2시간 정도 재운다.', '4. 레이즌소스는 분량대로 재료를 믹서에 넣고 간 후 약한불에서 10분간 끓인다.', '5. 170℃로 예열한 오븐에 레이즌소스를 한번 바른 후 20~25분간 굽는다. 시간이 날 때마다 레이즌소스를 골고루 발라주며 굽는다.']",59
대합구이,['구이'],서양,메인요리,보통,530,22366,2,['대합 4개'],"['양파 1/2개', '청피망 1/2개', '홍피망 1/2개', '모짜렐라치즈 100g']",['생크림 1/2컵'],"['1. 대합의 조개살을 껍질에서 그대로 꺼내 사방이 1cm가 되게 자른다.', '2. 양파, 청피망, 홍피망을 사방 1cm로 잘라 살짝 볶다가 ①과 와인을 넣어 볶는다.', '3. ②에 불을 줄이고 생크림을 넣고 소금과 후추를 넣고 볶아준다.', '4. 대합을 꺼낸 대합껍질을 깨끗히 씻어 ③의 재료를 먹기 좋게 올려 놓은 다음 모짜렐라치즈를 전체적으로 올린다.', '5. 200℃로 예열된 오븐에 5분간 굽는다.']",47
라타투유를곁들인대구요리,['구이'],서양,메인요리,보통,178,17147,2,['대구 130g'],"['홍피망 1/8쪽', '가지 50g', '양파 40g', '양송이버섯 1개', '토마토 1/4개', '호박 1/2개']","['파슬리 2줄기', '바질 1줄기', '타임 2줄기', '마늘 2쪽', '엔초비 2마리', '올리브오일 적당량', '소금 약간', '후추 약간']","['1. 가지를 반으로 갈라서 소금, 후추를 뿌려 오븐에 구워서 다져놓는다.', '2. 호박, 양송이버섯, 앙파, 홍피망, 토마토를 다진다.', '3. 올리브오일에 마늘을 넣고 볶다가 양파, 호박, 양송이버섯, 홍피망을 넣고 볶아주다가 토마토와 적당한 크기로 썰은 엔초비를 넣고 볶다가 소금, 후추로 간을 한다.', '4. ③에 파슬리, 바질, 타임을 다져서 넣고 볶아서 라타투유를 만들어 놓는다.', '5. 대구에 칼집을 열십자로 넣고 소금, 후추로 간하여 올리브오일을 넣고 프라이팬에 굽다가 오븐에 넣어서 살짝 익힌다.', '6. 접시에 라타투유를 모양내어 담아내고 구운 대구를 올리고 올리브오일을 살짝 뿌리 완성한다.']",55
레이즌 연어 스테이크,['구이'],서양,메인요리,보통,223,22620,2,['연어(스테이크용) 200g'],"['버터 1큰술', '레드 페퍼콘(빨간 후추) 1작은술', '어린채소 적당량']","['[레이즌 크럼블] 양파(다진 것) 1/6개', '빵가루 1/2컵', '건포도 3큰술', '레몬제스트 1/2개분', '허브(파슬리', '딜 등) 1작은술', '소금 약간', '후춧가루 약간', '[레이즌 레몬소스]', '올리브오일 3큰술', '레몬즙 3큰술', '꿀 2큰술', '건포도 4큰술', '홀그레인머스터드 1/2큰술', '딜 1줄기', '소금 약간', '후춧가루 약간']","['1. 연어는 올리브오일, 화이트와인, 소금, 후춧가루에 30분 정도 재운다', '2. 양파를 다져서 프라이팬에 올리브오일을 두르고 볶아 소금, 후춧가루로 간한다,', '3. 볼에 볶은 양파, 빵가루, 다진 건포도, 레몬 제스트, 다진 허브, 소금, 후춧가루를 넣고 잘 섞어 레이즌크럼블을 만든다.', '4. 재운 연어는 키친타올로 물기를 제거하고 부드러운 버터를 얇게 바른다.', '5. 버터 바른 연어에 레이즌크럼블을 듬뿍 올린다. (크럼블이 잘 붙도록 꾹꾹 누른다.)', '6. 180℃로 예열한 오븐에 연어를 10~15분 동안 굽는다. (윗부분이 마르지 않도록 전체에 오일을 뿌린다.)', '7. 프라이팬에 올리브오일, 레몬즙, 꿀, 건포도를 넣고 약불에서 따뜻하게 데운다.', '8. 소스가 따뜻해지면 홀그레인머스터드, 딜, 소금, 후춧가루를 넣고 레이즌레몬소스를 완성한다.', '9. 연어가 익으면 접시에 담고 소스를 뿌리고 레드페퍼콘과 어린채소로 장식한다.']",52
레이즌 폭찹,['구이'],서양,메인요리,보통,324,19677,2,['돼지갈비 400g'],"['밀가루 적당량', '브랜디 2큰술']","['[마리네이드] 건포도', '양파', '', '레드와인', '소금', '후춧가루 조금씩', '[레이즌소스] 케첩 1/2컵', '다진양파 3큰술', '다진마늘 1큰술', '다진 샐러리 2큰술', '다진 건포도 2큰술', '레몬즙 2큰술', '오렌지주스 1/2컵', '월계수잎 1장', '칠리 파우더', '버터 1큰술씩', '타바스코 1/2큰술', '우스터소스', '흑설탕', '간장 1큰술씩', '레드와인', '조청 2큰술씩', '소금', '후추 약간씩']","['1. 돼지갈비는 삶기 재료를 끓이다 끓어 오르면 갈비를 넣고 삶아 준다.', '2. 삶은 갈비는 물기를 제거 하고 마리네이드에 20분간 재워 둔다.', '3. ②의 고기에 밀가루를 고르게 묻힌 뒤 여분은 털어 준다. 팬을 달궈 고기를 사방으로 익힌 뒤 블랜디를 넣어 잡냄새를 날린 후 200℃의 오븐에서 10~15분간 익혀준다.', '4. ③의 팬에 썰어 놓은 마늘, 양파, 당근을 넣고 볶아 주다가 와인으로 데글라세(팬 바닥에 붙은 것을 우려 내는 것) 한 뒤 알코올이 날라 가면 육수를 붓고 10분 정도 살짝 졸인다.', '5. 리퀴드를 망에 거르면서 소스 팬에 담고 생크림과, 씨겨자, 잘게 썬 레이즌을 넣고 끓으려 하면 불을 줄이고 소금, 후추로 간을 한다. 마지막에 파슬리를 넣어 완성 한다.', '6. 팬에 버터를 두르고 파인애플을 구워 준 후 건포도도 함께 구워 준다.', '7. 접시에 파이애플을 담고 폭찹을 올린 후 소스를 끼 얹고 건포도를 뿌려 준다.', '*소금, 후춧가루, 올리브오일로 간을 한 샐러드나 건포도 크리미 포테이토를 함께 곁들인다.']",47
로스트치킨,['구이'],서양,메인요리,보통,390,40414,2,['닭 1마리'],"['양파 1개', '감자 1개', '당근 1/2개', '셀러리 1대']","['버터 10g', '소금 약간', '후춧가루 약간']","['1. 닭은 깨끗이 씻어 소금과 후춧가루를 뿌린다.', '2. ①의 목 부분은 등 뒤로 넘겨 꼬치로 고정시키고 닭다리는 양쪽에 칼집을 넣어 어슷하게 꽂은 뒤 날개는 꺾어서 고정시킨다.', '3. ②를 바비큐 바에 고정시킨 뒤 녹인 버터를 앞 뒤로 바른다.', '4. 양파, 당근, 샐러리를 썰어 넣은 오븐팬을 오븐 안에 넣고 닭은 바비큐 꽂이에 꽂는다.', '5. 감자도 오븐 팬에 넣는다.', '6. ④, ⑤를 예열된 250℃의 오븐에서 40분 간 굽는다.', '7. ⑥의 온도를 200℃로 낮춘 다음 다시 녹인 버터를 바르고 20분 간 더 굽는다.', '8. 구워진 감자는 십자로 칼집을 내고 그 안에 버터 조각을 넣는다.', '9. 접시에 로스트 치킨과 감자를 담아낸다.']",55
몬테리치킨,['구이'],서양,메인요리,어려움,312,34005,2,"['닭고기(가슴살) 200g', '베이컨 3장', '아메리칸치즈 2장', '감자 2개']","['토마토 1/2개', '실파 1뿌리', '브로콜리 20g', '당근 1/4개', '애호박 1/4개']","['소금 약간', '후춧가루 약간', '간장 3/4컵', '꿀 3큰술', '마늘가루 1작은술', '생강가루 1/2작은술', '물 1컵', '우스터소스 1큰술']","['1. 닭고기를 분량의 양념 재료를 섞어 만든 소스에 10시간 동안 재운 후 210℃로 예열한 오븐에 굽는다.', '2. 베이컨은 프라이팬에 바싹 구워낸다.', '3. ①의 닭고기 위에 베이컨을 얹고, 아메리칸치즈 2장을 올려 치즈가 살짝 녹을 정도로 전자레인지에 돌린다.', '4. 토마토는 씨를 제거하고 1cm x 1cm로 썰어서 ③위에 얹고, 실파를 송송 썰어 올린다.', '5. 감자는 깨끗이 씻은 후 껍질째 삶아 으깨서 소금과 후춧가루로 간을 맞춘다.', '6. 브로콜리는 큼직하게 썰고, 당근은 얇게 채썰고 애호박은 2㎝ x 3㎝로 썰어 프라이팬에 볶아 소금, 후춧가루 간을 한다.', '7. ④를 접시에 담고 ⑤의 감자와 ⑥의 채소를 곁들인다.']",69
바베큐립,['구이'],서양,메인요리,보통,241,25401,2,['돼지등갈비 1대'],"['샐러리 1개', '양파 1/2개', '마늘 2쪽']","['바베큐소스 2T', '레드와인 1T', '올리브오일 2T', '소금 약간', '후춧가루 약간']","['1. 돼지등갈비를 구이용으로 준비하여 찬물에 헹구어 핏물을 제거한다.', '2. 샐러리와 양파는 채썰고 마늘은 다진 후 바베큐 소스와 레드와인, 올리브오일, 소금, 후춧가루를 섞어 만든 다음 등갈비를 재워 찜통에 쪄낸다.', '3. 쪄낸 등갈비에 종합소스를 발라 잠시 재운 후 오븐에 구워낸다.', '4. 남아있는 소스를 한번 더 발라준 후 파슬리가루를 뿌려 접시에 낸다.']",42
바베큐립,['구이'],서양,메인요리,보통,210,23976,2,['돼지갈비 1대'],"['청양고추 2개', '통후추 5알', '월계수잎 2장']","['바베큐소스 3큰술', '물 2큰술', '토마토케첩 4큰술', '간장 2큰술', '흑설탕 4큰술', '핫소스 2큰술']","['1. 갈비를 통으로 준비하여 흐르는 물에 씻어 물기를 뺀 후 절반으로 잘라준다.', '2. 청양고추, 통후추, 월계수잎을 넣은 물에 갈비를 넣고 15분 정도 삶아 꺼내둔다.', '3. 소스를 분량대로 만들어 보글거릴 때 까지 살짝 끓여준다.', '4. 삶은 갈비에 만든 소스를 발라 180~190℃ 오븐에서 구워낸다. 중간중간 남은 소스를 발라 굽도록 한다.']",42
버팔로윙,['구이'],서양,메인요리,보통,230,45215,3,['닭(날개) 10개'],"['화이트와인 2큰술', '소금 약간', '후춧가루 약간', '버터 4큰술', '밀가루 1/4컵']","['핫소스 5큰술', '버터 2큰술', '식초 2큰술', '설탕 1큰술', '소금 1/4작은술', '후춧가루 약간']","['1. 닭날개는 손질한 후 한쪽 면에 사선으로 칼집을 세개 정도 낸 후, 분량의 양념에 재워둔다.', '2. 30분 정도 재워놓은 닭날개에 밀가루를 묻힌다.', '3. 오븐 팬에 호일을 깔고 바닥에 버터를 발라 둔다.', '4. 닭날개에 버터를 넉넉히 바르고 팬에 올려둔다.', '5. 오븐을 200℃로 예열한 후 10분 정도 굽고 다시 뒤집어 갈색이 날때까지 10분 정도 더 굽는다.', '6. 버터를 실온에서 해동한 후, 핫소스와 섞는다.', '7. ⑥에 식초, 설탕, 소금을 넣어 잘 저어 소스를 만든다.', '8. 바삭하게 구워진 닭날개를 소스에 가볍게 버무려 낸다.']",56
버팔로윙,['구이'],서양,메인요리,보통,312,28217,2,"['닭고기 1팩', '샐러리 3대']","['마요네즈 3큰술', '레몬즙 1큰술', '파마산치즈 1큰술']","['발사믹식초 2컵', '간장 2큰술', '굴소스 2큰술', '다진생강 1작은술', '다진마늘 2작은술', '맛술 1큰술', '설탕 1/2작은술', '오레가노 약간', '로즈마리 약간']","['1. 윙은 흐르는 물에 씻은 후 앞뒤로 칼집을 내주고 소금, 후춧가루로 밑간한다.', '2. 볼에 ①을 담아 발사믹식초를 자작하게 부어 30분간 재워둔다.', '3. 재워둔 물을 버리고 분량의 양념 재료를 넣어 밑간한 후 15분간 재워둔다.', '4. 180℃로 오븐을 예열하고 오븐팬에 호일을 깔고 기름을 발라 준비해둔다.', '5. 양념이 밴 윙을 팬 위에 올려놓고 15~20분간 구워 접시에 담아 낸다.', '6. 섬유질을 제거한 샐러리는 5cm로 잘라 윙과 함께 곁들인다.', '7. 마요네즈와 레몬즙, 파마산치즈를 넣은 소스를 만들어 윙과 샐러리를 찍어 먹는다.']",53
새우구이,['구이'],서양,메인요리,어려움,320,55540,2,"['새우(중하) 4마리', '밥 1/2공기']","['양송이버섯 2개', '청피망 1개', '양파 1/2개', '버터 약간', '당근 10g', '샐러리 10g', '홍피망 1/4개', '소금 약간']","['홀랜다이즈소스 100ml', '파슬리 약간', '타라곤 약간']","['1. 새우는 등쪽에 들어있는 내장을 제거한 뒤 껍질을 벗긴다.', '2. 양송이버섯은 이등분하고 피망은 가로, 세로 2.5cm의 사각형으로 썬다.', '3. 양파, 당근, 샐러리, 청피망, 홍피망을 잘게 썰어 밥에 넣고 버터로 볶으면서 소금, 후춧가루로 간을 하여 버터라이스를 만든다.', '4. 꼬치에 새우, 양송이버섯, 피망, 양파를 교대로 끼워서 석쇠에 구워 익힌다.', '5. 홀랜다이즈 소스에 다진 타라곤과 파슬리를 섞어서 베이네즈 소스를 만든다.', '6. 접시에 버터 라이스와 새우 꼬치구이를 담고 베이네즈 소스를 끼얹는다.']",66
아메리칸닭구이,['구이'],서양,메인요리,보통,385,20812,2,"['닭 1마리', '토마토소스 1컵']","['빵가루 40g', '토마토 1개', '양송이버섯 3개', '감자 1개', '당근 1/2개', '브로콜리 30g']","['머스터드 10g', '육수 1컵', '화이트와인 약간', '소금 약간', '통후추 약간', '실파 약간', '통후추 약간']","['1. 닭에 붙어 있는 모든 뼈를 제거한 다음, 소금과 후춧가루를 뿌린 후 표면에 버터를 바른다.', '2. 뜨거운 그릴이나 석쇠에 놓고 껍질 부분을 안쪽으로 해서 갈색으로 구워낸 다음 한쪽 면도 갈색이 나게 굽는다.', '3. 닭에 머스터드를 바른 후 빵가루에 살짝 굴려 프라이팬에 타지 않도록 굽는다.', '4. 토마토와 양송이버섯은 버터를 바른 다음 프라이팬에 구워 살짝 익히고 더운 채소를 만들어 장식한다.']",56
양송이치즈구이,['구이'],서양,메인요리,보통,390,45777,2,"['양송이버섯 10장', '쇠고기(간것) 50g', '치즈(슬라이스) 2장']","['양파 1/2개', '마늘 1쪽', '올리브오일 1큰술', '파슬리 약간']","['토마토케첩 4큰술', '레드와인 2큰술', '소금 약간', '후춧가루 약간']","['1. 양송이버섯은 기둥을 떼어 깨끗이 씻은 후 물기를 닦아낸다.', '2. 양파, 마늘, 양송이버섯 기둥을 잘게 다진다.', '3. 쇠고기, 다진채소와 버섯 기둥을 기름에 살짝 볶는다.', '4. ③에 토마토케첩, 레드와인을 넣어 걸쭉한 소스가 되도록 볶은 뒤 소금, 후춧가루로 양념한다.', '5. 기둥을 떼어놓은 양송이에 토마토케첩에 볶은 ④의 재료를 채운다. 치즈는 1cm 폭으로 채썰어 속을 채운 양송이 위에 얹어 전자레인지나 오븐, 오븐 토스터에 넣어 치즈가 약간 녹을 정도로 굽는다.', '6. 접시에 양송이 치즈구이를 담고 파슬리를 곁들여 낸다.']",59
에그미트로프,['구이'],서양,메인요리,보통,250,19334,4,"['계란 4개', '다진쇠고기(우둔) 100g', '다진돼지고기(안심) 100g', '쇠고기(등심) 200g']","['양파 1/2개', '빵가루 1/3컵']","['계란 1/2개', '카레 30g', '소금 약간', '후춧가루 약간']","['1. 계란은 삶아서 껍질을 벗긴다.', '2. 양파는 곱게 다져서 프라이팬에서 볶아둔다.', '3. 분량의 다진 쇠고기, 다진 돼지고기, 양파, 계란, 카레, 소금, 빵가루를 넣어 반죽한다.', '4. 쇠고기 등심은 0.2cm 두께로 얇게 저며 썬 다음 소금, 후춧가루를 뿌린다.', '5. 김발에 랩을 깔고 등심을 넓게 펴고 그 위에 ③을 가로 20cm, 세로 15cm로 편다. 중앙 부분에 계란을 넣어 김밥 말듯이 말아준다.', '6. 200℃로 예열된 오븐에 넣어 30분간 굽는다.']",58
에스프레소 목살 스테이크,['구이'],서양,메인요리,어려움,506,3026,1,['미국산 냉장 목살(두께 3cm) 200g'],"['사태살 1.5kg', '소뼈 6kg', '당근', '양파', '샐러리', '통마늘', '토마토', '향신 다발(월계수잎', '정향', '파슬리)', '물', '레드와인', '에스프레소', '소금', '후추']",,"['소뼈를 하루 정도 물에 담구어 핏물을 제거하고, 오븐에 넣어 색이나게 구워 기름기를 충분히 제거해준다.', '소스 통에 다 구워진 뼈와 나머지 재료를 넣고 8시간 정도 우려준다.', '부유물이 들어가지 않도록 채에 소스를 걸러 고기 소스를 완성한다.', '에스프레소 소스의 양을 처음의 절반 정도로 졸여서 진한 맛을 내는 것이 포인트!', '고기 소스와 레드와인을 따로 약불에서 천천히 1/3정도로 졸여준다.', '(2)를 합쳐서 졸이다가 소스가 뭉근하게 흐를 정도가 되면 에스프레소를 조금씩 넣어가며 맛을 조절해 전체의 양이 100gml정도가 나올 때까지 졸여준다.', '고기는 소금, 후추를 뿌려놓고, 구울 때 말리는 것을 방지하기 위해 중간 중간 칼집을 넣는다.', '기름을 조금 두른 프라이팬을 중불에 예열하고, 기름이 물처럼 흐를 때 고기를 팬에 올린다.', '고기 굽는 소리가 나면 구워진 면이 충분히 구워질 수 있도록 조급해하지 않는다.', '고기가 충분히 구워지면 반대면도 구워준다.']",90
오징어버터구이,['구이'],서양,메인요리,보통,264,48927,2,"['오징어 1마리', '버터 1큰술']","['다진마늘 1큰술', '소금 약간', '후춧가루 약간', '다진파슬리 1큰술']",,"['1. 오징어는 다리를 잡아 당겨서 몸통 속에 들어있는 내장을 빼낸다. 몸통 속에 손을 넣어서 남은 내장을 말끔히 긁어내고 깨끗이 씻어 물기를 완전히 제거한다.', '2. 오징어 몸통 가장자리에 칼집을 내준다.', '3. 프라이팬을 달구어 버터를 두르고 오징어와 다리를 굽고, 뒤집어서 양면과 옆면까지 구워낸다.', '4. ③에 마늘과 파슬리 다진 것을 넣고 살짝 볶아 소금과 후춧가루로 간을 해 마무리한다.', '5. 접시에 오징어 모양을 살려서 담고 다리를 곁들인다.']",52
